index,dialogue_id,Q-3,Q-2,Q-1,A
1421151,MDRW2100019486.1,마지막 학기를 앞둔 대학생이에요,앗 전 졸업했어요 기억에 남는 강의 있어요?,문화유산답사라는 수업이 기억나요,아 답사 수업 재밌죠 답사 실제로도 갔어요?
889308,MDRW2100001499.1,한집에 두 부동산이 올려놨자나 두개가 같아?,아니 제일이 그렇구 트윈파크는 140이야!,입주는언제로해? 입주일,6월 중순으로 할까? 우리는 느릴수록 좋긴한데 6월 중순~ 말이면 더 좋구
1304106,﻿MDRW2100011289.1,,,반려동물을 기르시나요,아뇨! 저는 동물들 너무 좋아하는데 키울 여력이 안돼서 안키우고 있어요~ 키우고계신가요?
797849,MDRW2100001183.7,가끔 탑백도 들어주고 고기서 꽂히는 노래 나오면 그노래만 듣고 ㅋ,걔네 알아?! 에스엠 여자아이돌 넥스트레벨,아니 여즘 나와써?,에스파 요즘은 아니고
815808,MDRW2100001285.145,근본없이 대학갔대 뒤늦게 미적분 풀고 한듯,님이 이과 꺼지라고 문과마음 모른다고 했다고,ㅇㅇ,알려줬더니
1062777,MDRW2100001597.1,퇴근해써,응 조시미,백숙끓여줄까? 아님 배가 안 고파?,그래 입맛이 없지만 먹어야지
1496688,MDRW2100024635.1,치마,2.2가 11월말쯤 끝나고,아 라이덴의 치마의 멵ㆍㄱ이 면적이,2.3은 1월초에 열릴거같은데
1409968,MDRW2100018698.1,아 거긴 오는군요 여기 아직이라 그럼 짂ㅁ 집이신가요?,아니요 지금은 회사입니다! 거기는 비오나요?ㅎ,전 집에 있는데 지금 비가 오다말다 하고 있어요... 당분간 계속 비오는 걸로 돼있던데 정말 빨리 가을장마가 끝났으면 좋겠어요,어제는 햇빛이 쨍쨍하고 너무더워서 여름이 다시 온 느낌이었는데 오늘은 자꾸오락가락 하네요ㅎ;
1962972,MDRW2100047163.1,딱 저같은 스타일이면 좋겠는데 저도;;; 근데 이런 말 어디서 하면,무적권 탈코;; 필수 네네,탈코 여성을 남자로 패싱해서 좋아하는거 아니냐,하 먼지알죠
1633336,MDRW2100034049.1,아뇨 저도 직장인이요 ㅎ,아하 ㅎ ㅎㅎ,전공과로 취업하셨나요?,아니요... 그러지 못했어요 흑 전공으로 가셨어요?
916761,MDRW2100001517.1,,이건 먼가요,name4코파다대참사현장 밥먹엇어? 우리도 치킨먹을거당 ㅎ,점심 어쩔? 시간안되면 내가 올라갈게
1626646,MDRW2100033566.1,설거지 젤 싫어요 빨래는 세탁기가 해서 좋구요 어떤게 싫으세요?,음 저는.. 청소나 정리는 그래도 할만한데..요리? 가 싫어요 ㅋ,저도 요리 싫어요 요새 배달 막시켰어요 레시피보고도 잘 안되고요 ㅋㅋ,그나마 만개의 레시피 어플 보면 할만 하더라구요 저도 요리 ㄸ손이예요 ㅋ
927079,MDRW2100001524.1,알게쏭 토요일 나이트네 파이팅 이거 기념으루 찍었당,잘헤땨 >< 날씨,짝짝,이정도면 미친거아니냐
53188,Chat590,우선 몸이 좋아지잖아.,또 뭐가 있어?,살도 빠지고 기분이 좋아져.,기분이 좋아지다니 정말 좋은 현상이다.
431427,HuLiC9182,그리고 애기 데려가서 반란이 크게 나지 않나??,ㅇㅇ 그거 때문에 좀더 불붙긴 했지,처음 꼬리칸에서 치고 올라갈 때 소름돋았음 ㅋㅋ,아 총알 없는거 알았을 때??
240382,HuLiC4773,"아니요, 동물 카페에 가본 적이 없어요. 네가 가장 좋아하는 동물이 뭐예요?",난 고슴도치가 가장 좋아 혹시 동물원은 가봤니?,"아니요, 아직 안 했어요. 저는 동물원을 좋아하지 않아요. 당신은 어떤 일을 하세요?",동물원을 안 좋아하는 이유가 있어?
1317535,﻿MDRW2100012299.1,,,고양이좋아하세요?,저요? 보는건 좋아하는데 키워본적은 없어요 name1은 좋아하세요? 키우시나요?
854875,MDRW2100001382.1,어엉 계좌를 줘야죠 금액이랑,급 급,156500원?,ㅇㅇ 보내는사람
1586410,MDRW2100030838.1,네! name1님도 다 보셨죠?,네!!!!!!! 아신전은 못 봤지먼 2까지 다 봤어요! 그 낮에도 좀비 나놀때 완전 무섭지 않았나요,맞아요! 얼마나 분장이 리얼한지... 불 다 켜놓고 봐도 깜짝 깜짝한다니까요!,그니까요!! 첨엔 배두나 배우 연기가 조금 아쉬웠는데 갈수록 괜찮더라고요ㅎㅎ
1445048,MDRW2100021137.1,맞아 내년 5월까지 한다고 하더라구!,아 정말? 얼마나 걸려?,한강진 역에서 address역까지 20분 안걸려! 언니 만약 보러 서울올거면 우리집에서 지내도 돼!,그치 지킬앤하이드는 2차 캐스팅있어서 기대해본다..
1170837,MDRW2100002141.1,그쵸 금메달 1개도 대단한데 3개라니 얼마나 열심히 연습했을지...,심박수도 진짜 떨림이 없더라구요 표정도 너무 침착하고,맞아요 너무 멋있고 대단해요 배구 경기도 보셨나요?,배구는 한번봤는데 너무 편파판정도 심하고 속답답해서 보다 말았어요
848759,MDRW2100001380.1,출첵실패?ㅋ,하긴하고 잤지 ㅜㅜ 다행히 여붕ㅜㅜ,응 왜우니,우울해서요
1544824,MDRW2100027942.1,왜 답장 안해,나 했어 케이크 먹고 싶다,근데 왜 안왔지 케이크 무슨종류,오늘 저녁 초밥이다
671650,MDRW2100000089.49,아녀요~ 친구끼리,name3오늘 놀러갓던대,그럴수도있죠,맞아 ㅎㅎ
1772122,MDRW2100044331.1,,잇죠 러브인디아이그 생각나요,어떤노래요??,오정반합 !
334459,HuLiC6944,"나는 토트넘을 좋아하고, 황의조선수가 뛰고있는 보르도와 황의찬선수가 뛰고있는 울버햄튼을 응원해",직접 축구 경기를 보러 가 본 적이 있나요? 만약 그렇다면 어땠나요?,한국프로축구 케이리그 경기를 한달에 한번은 보러가는것 같아. 경기장에 가서 보면 정말 박진감 넘쳐,정말 재미있을 것 같네요. 저는 k리그 경기를 직접 본 적이 없는 것 같아요.
1772197,MDRW2100044337.1,중고거래하시나욤,유튜브 알고리즘은 대단한것같습니다 ㅋㅋ 네! 저 가끔 당근합니다 주로 사기만 하지만요ㅎㅎ 중고거래 하시나요?,유튜브 왜보나 했는데 빠지니 헤어나올수 없네요ㅜ 저도 당근 종종 애용해요,ㅋㅋ그쵸 혹시 프리미엄하셨나요?
1101863,MDRW2100001620.1,영수증에는4900원적혀도. 막상드가보면 15프로더할인되서4165,사는게,응응,낫다는거제
1422554,MDRW2100019583.1,연남동 하하 추천해요 가지튀김 맛잇어요,지금 카카오지도에 입력했어요 딤섬도 좋아하시나요 ?,네 딤섬도 좋아해요 소롱포 좋아해요 ㅋㅋㅋ,저두 소롱포 좋아해요 쇼마이도 좋아해요
1178306,MDRW2100002615.1,,최근 여행지 어디예영?,최근에 여행을 많이 못갔어요ㅠ 가장 마지막으로 갔던곳이 에버랜드.. 이것도 여행일까요,여행이죠 ! 타지역가서 놀고먹고 하면 여행이죵 ㅎㅎ 전 담주에 강원도고성가요!
143010,HuLiC2525,등산하는게 가장 좋아하는 취미야 ㅋㅋ,저도 하이킹을 좋아해요. 그것은 제가 주말에 가장 좋아하는 일 중 하나입니다.,오 나도 주말마다 등산하고있어 ㅋㅋ 높은곳에 올라가면 기분이 좋아져서 자주가,저는 산에서 하이킹을 하는 것을 좋아해요. 너무 평화로워요. 당신은 어디에서 하이킹을 좋아하나요?
1408970,MDRW2100018624.1,저도 키우기 전에 그런 걱정 많이했어요ㅠ 갑자기 알러지 생기면 어떻게하지 그러고ㅠ,그쵸 저는 제 자신하나 키우기도 벅찬데 그 작은 아이를... 고양이 이름이 뭐에요?,name3 이에요! 무늬가 name3이랑 똑같아서요 ㅎㅎ,name3? 검색해보니 뻥튀기 같은 과자가 나오는데 맞나요?ㅎㅎ
193925,HuLiC3700,혼자 자는 것은 좋을 수 있습니다. 당신은 독서를 좋아하시나요? 저는 책 읽는 걸 좋아해요.,독서는 예전에 많이 했었는데 지금 책보단 핸드폰으로 검색을 더 많이 하는것 같아. 최근에 읽은 책이 있어?,"네, B가 있습니다. 저도 핸드폰으로 읽는 걸 좋아해요. 너는 어떤 휴대폰 사용해요?",난 갤럭시폴드3을 쓰고 있어. 넌 어떤 휴대푠을 사용해?
1268872,MDRW2100008839.1,오오 봤어요 이쁘더라구요 ㅋㅋㅋ,전 크림색이 제일 예뻤어요 ㅋㅋ 다시 폴더폰이 유행하다니...!!,오 저두요 ㅋㅋㅋ 그거가 그리고 커스텀도 하기 좋아보이던데요!!,예쁘게 꾸미시는 분들 참 부러워요 같은 핸드폰인데 더 예뻐보이고 갖고 싶게 만들구요 ㅋㅋ
1297427,MDRW2100010819.1,최근에는 온열안대 샀어,오오 온열안대 좋은가요? 꿀잠잘듯요,시력이 안좋은편이라 샀는데 꽤 좋은거같아 사길 잘한듯! 만원에 샀거든ㅋㅋㅋ,헐! 잘 샀네요! 잘 때 쓰시는 거죠? 저도 혹하네요
880420,MDRW2100001412.1,가을 옷들은 꺼내셨나요?,주말에 한파가 온대요,그러게요 이러다 롱패딩만 입고다니겠어요,겨울을 대비해야겠어요
1413163,MDRW2100018920.1,네 맞아요 꽃동네 봉사 갔었어요,엄청 먼데 가셨었네요? 거기 힘들다 그러던데..,이틀정도 거기서 지내면서 했어요. 친구랑,아. 숙식도 가능해요? 그건 첨 알았네요
692494,MDRW2100000104.81,신행은 제주도로 잡은거양?,나 12갠가.. 연차까지,행복하니...?,저축한거까지
1781301,MDRW2100045014.1,집 뒤에서 발견된거 너무 슬퍼...,마자 ㅠㅠㅠ,들개나 너구리나 멧돼지.. 뭐 그런 애들이겠지,원래고양이들이 죽을때되면 숨어서죽는다는데... ㅠㅠㅠㅠ
1042277,MDRW2100001590.1,하 혼자 유가네가서 먹고올까봐요 배민이 안됨 ㅠㅠ,아ㅠ유가네...맛있는대ㅠ,ㅠㅠㅠ그니까유 하 당떨어져ㅠㅠ,후딱가서 먹구와~
1903248,MDRW2100047056.1,세상에 친구야 아직 머리를 안말리다니 정신차려,왜그래 징그럽다,지금 새벽 2시야,아직 10분전이야
1793727,MDRW2100045908.1,저는 ㅎㅎㅎ 만두랑 사과중에 고민이에요,아앗 아침사과가 좋다곤 하는데 만두도 맛있겠네요,ㅎㅎㅎ고민되네요 맛집좋아하세요?,둘다..는 넘 많으려나요 아침에 ㅋ큐ㅠ 맛집 좋아하죠! 식생활이 좋은 활력소인걸요!
1829463,MDRW2100046985.93,맞아,요즘 많더라,그니까,보다보면 배고파짐
1847822,MDRW2100047020.1,그지 그냥 둬,니껀 이거야 이거 쓰면 죽는다,안먹혀 그지,평화를 찾음
1937232,MDRW2100047093.1,아 받아칠 좋은 드립이 떠오르지 않는다,후후 나의 승리(빅뱅아님),ㅋㅋㅋㅌㅌㅋㅋㅋ막타까지 챠부리누,이제 자자 드립 고갈
139404,HuLiC2442,맞아. 책을 많이 쓴 작가로 유명한 것 같아. 한국의 공지영 작가를 알고있니?,"저는 그에 대해 많이 알지 못하지만, 그가 하와이 호놀룰루에서 태어나고 자랐다는 것은 알고 있습니다.",공지영 작가는 서울에서 태어났어..,"와, 몰랐네요. 저는 그가 리처드 바크만이라는 필명으로 7편의 소설을 출판한 것을 알고 있습니다."
1508356,MDRW2100025435.1,무조건 가야져,아 우리 나중에 여기도가보자 용산꺼거 홍콩식이래,헐 홍콩식 꼭 가야겠어 요즘 여태 못먹었던 떡볶이 도장깨기중이라 일주일에 2번이상은 떡볶이 먹는데 왜 떡볶이는 안질리는걸까,아 떡볶이 배떡로제 넘맛있어!!!! 그러고보닠ㅋㄱㄱㄱㅋ 배떡블랙로제 완전갯벌비주얼이던뎈ㅋㄱㅋㅋ
934782,MDRW2100001528.1,그쵸.. 전 들어왔어요!!! 이왕 나오신거 운동 열심히하시구다치지 않게 조심하셔요,네~ 오늘도 고생하셨어요 name1씨,고마워요! 추운데 열심히 운동하구 좋은 밤 보내세요!! 출근 세팅은 잘 하셨나요? 오늘도 좋은 하루 보내세요!,넵 ㅋㅋㅋ 3분만에 출근완료했습니당 name1씨두 좋은하루 보내세요~!
939410,MDRW2100001528.1,스타일보다는 딱 봤을때 예쁜거!!! 뭐랄까 너무 단순하지도 않고 화려하지도 않은데,막 보석 크게 박혀있고 두껍고 그런건... 아니지..? 난 투박한거보다는 세련된거면 좋겠어ㅠ,여기서 정해보자 티파니2 다미아니3 피아제1 이 순위로!!!,ㅋㅋㅋㅋㅋㅋㅋ 잠깐만 오빠 기분이 우리 결혼준비 하는거같아 ㅋㅋㅋㅋ 1 피아제 2 반클리프 3 티파니 이렇게인거같애 나는!
1298337,MDRW2100010887.1,눈썹 문신 다시 하고시퍼,하면 되지,근데 그때 서울가서 한거라,아 주변엔 없나
1496251,MDRW2100024606.1,놀이터에서 놀고 집으로 가는 길 오늘 투 언어 센터 가는 날이라서,아 바쁘네 난내일부터운동할까 고민,운동 뭐할라고요??,그냥 아파트 가지뭐ㅋ 다른건 못함
985233,MDRW2100001549.1,연안식당갈까 같이 지금,아 저녁 늦게먹어야겠다,왜 엄마 병원갔다왔지 5시에 꺼냈지 5시5분에,엄마 초밥 안사도 되궁 피임약 2개만 사다주 사면서 마스크 물어보고 나 이거씀여
975383,MDRW2100001542.1,왜 글치,2퍼 더 이익봄? ㅋㅋ,아하,그게 시장가로 걸면 안되는듯
879553,MDRW2100001398.54,애야뭐 괜찮지ㅠㅠ ㅋㅋㄱ아니근데name6도 접때 울었다며 그때는안괜찮았는거니 또그순간이오며ㆍ ㄴ,응응 ㅋㅋㅋ,느끼려나?,그 순간이 또 오면 공부하자고 하겠지
1506742,﻿MDRW2100025329.1,,,비와요ㅌ ?,오다안오다 그러네요. 거기는요?
294685,HuLiC6026,,다이어트를 하고 있는데 정체기가 온거 같아.,그 말을 들으니 유감이네요. 당신에게 맞는 것을 찾을 수 있기를 바랍니다.,아직 한달이 안됐으니까 꾸준히 해야겠지?
266973,HuLiC5387,아니 식당은 계속 운영해야지. 장사가 안되서 투잡으로 일할 거리를 찾고 있었어.,"아, 정말 안됐군요. 곧 찾을 수 있을 거예요. 그곳은 어떤 식당인가요?",한식을 팔고 있어. 넌 한식 중에 뭘 가장 좋아해?,내가 가장 좋아하는 한국 음식은 불고기입니다. 가장 좋아하는 음식이 무엇인가요?
1400759,﻿MDRW2100018057.1,,,안녕하세요 책좋아하시나요?,"안녕하세요! 네, 책 좋아합니다. 그런데 약간 편식을 하고 있어서 문제긴 하죠? name1님은 책 좋아하시나요?"
936384,MDRW2100001528.1,응응 되면 알려줘!,백그라운드 재생은 안되는구나ㅠㅠ,아 그렇네 분할 화면으로도 안되네 비밀모드는...,나 오늘은 일을 너무 안하구 놀다가 끝나서 좀 찝찝하당 ㅋㅋㅋㅋ 그냥 시간만 떼웠어... 내일은 일좀 열심히 해야지ㅠㅠ
1798623,MDRW2100046276.1,좋은선택하셨어요 비오는날은 짬뽕이죠,그럼요 ㅎㅎ!! 어떤 돈가스 드실 예정이신가요??,저는 일식돈가스 정식 먹을려구요,안심드시나요 등심드시나요??
1154672,MDRW2100001644.1,뭐드라 어!,필라델피아 크림치브,플라토닉! 어!아가페! 어! 모르겠냐고!,크림치즈밖에 모르몀서 뮤슨!
1478857,MDRW2100023454.1,청소도구,흑흑,이런건 유용해,베이킹도구들
1220931,MDRW2100005558.1,무슨 동물 제일 좋아해?,음 딱히 가리지는 않는거 같아 강아지가 근처에 많아서 강아지?,강아지가 근처에 많다고?,아니면 작은 고양이..? 크면 무서워..
672706,MDRW2100000090.54,너무 옷을잘입으니가 내가 터치할게없어,그렇겟다 나도 남편터치는안하는데 가끔 색깔을이상하게배열해서ㅋㅋ,너는 남친이랑 헤어지면 사진 다 지워?,나는웬만한건 다지우지
1139148,MDRW2100001638.1,모~닡,성공인가여 ..? ㅎ,디금,전 다섯시 반...
1528326,MDRW2100026812.1,0원구매ㅎ 전잘못해여 그게ㅎㅎ 가끔이아니고 계속하셔도되죠ㅎ,대단은요 ㅋ,제가 봤을땬 그래요ㅎㅎ 왜냐면 전 엄마를 아는게 아내밖에없잖아요ㅎ 그리고 name1ㅎ 회사직원들도 엄마들이있는데 대화를 잘 안하니ㅎㅎ,근데 비교하면 안되는게 다 다르니 ㅎㅎ
1153174,MDRW2100001643.1,인공지능인가 덜덜,ai겨드랑,ㅋㅋㄱㄱㄱㄱㄱㄱㅋ 아 방금 천안 군대동기한테서 전화왔었어요 이시국인데 보재요,보긴멀봐 얌전히 있으라그래
312681,HuLiC6441,나도 어렸을때 주유소에서 아르바이트를 한적이 있어.,그것은 멋지네요! 당신은 주유소에서 무엇을 했나요? 저는 출납원으로 일했습니다.,주유소에서 차에 기름을 넣어주는 주유원으로 일했었지,정말 재미있을 것 같네요. 당신은 그곳에서 일하는 동안 차를 운전하게 되었나요?
708256,MDRW2100000148.33,엉 지 엄마도 엄청 때렸는데 name14ㅎ,일찍먹었네여 ㅎㅎ 요번엔 안그랬어여 ㅎㅎ,배고파서ㅋㅋ,name14가 자꾸 못어울리는거 같아서 데리고 놀라고 해도 신경도 안쓰는듯여 ㅎㅎ애들은ㅎㅎ
283718,HuLiC5773,"나는 어제 사골국이랑 밥이랑 먹었어, 요즘 입맛도 없어",안됐군요. 당신은 재미로 무엇을 하는 것을 좋아하나요?,"그냥 책보고, 영화보고 하는거?",저는 책 읽는 것과 영화 보는 것을 좋아합니다. 당신이 가장 좋아하는 책이나 영화 장르는 무엇입니까?
